"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2008 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
01-0006,ADAMS,1,"TIF BECKER WAREHOUSE, INC",5/20/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Becker Transportation Warehouse
Lots 1-9, Block 15, Veiths Park addition - Area V, City of Hastings
Description: Provided funds for water improvements and construction of warehouse and storage facilities.",2003,0,0,"9,855","568,465",0,0,0,0,,"9,855","568,465",2.394463,"13,611.68",235.97
01-0006,ADAMS,1,"TIF BECKER WAREHOUSE, INC",5/20/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Becker Transportation Warehouse
Lots 1-9, Block 15, Veiths Park addition - Area V, City of Hastings
Description: Provided funds for water improvements and construction of warehouse and storage facilities.",2004,0,0,"9,855","568,465",0,0,0,0,,"9,855","568,465",2.372993,"13,489.63",233.86
01-0006,ADAMS,1,"TIF BECKER WAREHOUSE, INC",5/20/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Becker Transportation Warehouse
Lots 1-9, Block 15, Veiths Park addition - Area V, City of Hastings
Description: Provided funds for water improvements and construction of warehouse and storage facilities.",2005,0,0,"9,855","599,385",0,0,0,0,,"9,855","599,385",2.370005,"14,205.46",233.56
01-0006,ADAMS,1,"TIF BECKER WAREHOUSE, INC",5/20/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Becker Transportation Warehouse
Lots 1-9, Block 15, Veiths Park addition - Area V, City of Hastings
Description: Provided funds for water improvements and construction of warehouse and storage facilities.",2006,0,0,"9,855","599,385",0,0,0,0,,"9,855","599,385",2.353769,"14,108.14",231.96
01-0006,ADAMS,1,"TIF BECKER WAREHOUSE, INC",5/20/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Becker Transportation Warehouse
Lots 1-9, Block 15, Veiths Park addition - Area V, City of Hastings
Description: Provided funds for water improvements and construction of warehouse and storage facilities.",2007,0,0,"9,855","599,385",0,0,0,0,,"9,855","599,385",2.305825,"13,820.76",227.24
01-0006,ADAMS,1,"TIF BECKER WAREHOUSE, INC",5/20/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Becker Transportation Warehouse
Lots 1-9, Block 15, Veiths Park addition - Area V, City of Hastings
Description: Provided funds for water improvements and construction of warehouse and storage facilities.",2008,0,0,"9,855","599,385",0,0,0,0,,"9,855","599,385",2.269981,"13,605.93",223.71
01-0007,ADAMS,1,TIF BECKER LEASING LLC,4/26/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Stoetzel & Sons
Lots 18-22, Block 15, Veiths Park addition,  - Area V
Description: Provided funds for clean up of property and construction of new warehouse building.",1994,0,0,0,0,0,0,0,0,,"3,640",0,2.8513,0.00,103.79
01-0007,ADAMS,1,TIF BECKER LEASING LLC,4/26/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Stoetzel & Sons
Lots 18-22, Block 15, Veiths Park addition,  - Area V
Description: Provided funds for clean up of property and construction of new warehouse building.",1995,0,0,0,0,0,0,0,0,,"3,640","281,195",2.6627,"7,487.38",96.92
01-0007,ADAMS,1,TIF BECKER LEASING LLC,4/26/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Stoetzel & Sons
Lots 18-22, Block 15, Veiths Park addition,  - Area V
Description: Provided funds for clean up of property and construction of new warehouse building.",1996,0,0,0,0,0,0,0,0,,"3,640","281,195",2.782648,"7,824.64",101.29
01-0007,ADAMS,1,TIF BECKER LEASING LLC,4/26/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Stoetzel & Sons
Lots 18-22, Block 15, Veiths Park addition,  - Area V
Description: Provided funds for clean up of property and construction of new warehouse building.",1997,0,0,0,0,0,0,0,0,,"3,640","281,195",2.770471,"7,790.43",100.84
01-0007,ADAMS,1,TIF BECKER LEASING LLC,4/26/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Stoetzel & Sons
Lots 18-22, Block 15, Veiths Park addition,  - Area V
Description: Provided funds for clean up of property and construction of new warehouse building.",1998,0,0,"3,640","163,570",0,0,0,0,,"3,640","163,570",2.283899,"3,735.77",83.13
01-0007,ADAMS,1,TIF BECKER LEASING LLC,4/26/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Stoetzel & Sons
Lots 18-22, Block 15, Veiths Park addition,  - Area V
Description: Provided funds for clean up of property and construction of new warehouse building.",1999,0,0,"3,640","171,750",0,0,0,0,,"3,640","171,750",2.242644,"3,851.74",81.63
01-0007,ADAMS,1,TIF BECKER LEASING LLC,4/26/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Stoetzel & Sons
Lots 18-22, Block 15, Veiths Park addition,  - Area V
Description: Provided funds for clean up of property and construction of new warehouse building.",2000,0,0,"3,640","223,615",0,0,0,0,,"3,640","223,615",2.172859,"4,858.84",79.09
01-0007,ADAMS,1,TIF BECKER LEASING LLC,4/26/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Stoetzel & Sons
Lots 18-22, Block 15, Veiths Park addition,  - Area V
Description: Provided funds for clean up of property and construction of new warehouse building.",2001,0,0,"3,640","223,615",0,0,0,0,,"3,640","223,615",2.199674,"4,918.80",80.07
01-0007,ADAMS,1,TIF BECKER LEASING LLC,4/26/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Stoetzel & Sons
Lots 18-22, Block 15, Veiths Park addition,  - Area V
Description: Provided funds for clean up of property and construction of new warehouse building.",2002,0,0,"3,640","223,615",0,0,0,0,,"3,640","223,615",2.269407,"5,074.73",82.61
01-0007,ADAMS,1,TIF BECKER LEASING LLC,4/26/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Stoetzel & Sons
Lots 18-22, Block 15, Veiths Park addition,  - Area V
Description: Provided funds for clean up of property and construction of new warehouse building.",2003,0,0,"3,640","223,615",0,0,0,0,,"3,640","223,615",2.394463,"5,354.38",87.16
01-0007,ADAMS,1,TIF BECKER LEASING LLC,4/26/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Stoetzel & Sons
Lots 18-22, Block 15, Veiths Park addition,  - Area V
Description: Provided funds for clean up of property and construction of new warehouse building.",2004,0,0,"3,640","223,615",0,0,0,0,,"3,640","223,615",2.372993,"5,306.37",86.38
01-0007,ADAMS,1,TIF BECKER LEASING LLC,4/26/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Stoetzel & Sons
Lots 18-22, Block 15, Veiths Park addition,  - Area V
Description: Provided funds for clean up of property and construction of new warehouse building.",2005,0,0,"3,640","177,095",0,0,0,0,,"3,640","177,095",2.370005,"4,197.16",86.27
01-0007,ADAMS,1,TIF BECKER LEASING LLC,4/26/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Stoetzel & Sons
Lots 18-22, Block 15, Veiths Park addition,  - Area V
Description: Provided funds for clean up of property and construction of new warehouse building.",2006,0,0,"3,640","177,095",0,0,0,0,,"3,640","177,095",2.353769,"4,168.41",85.68
01-0007,ADAMS,1,TIF BECKER LEASING LLC,4/26/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Stoetzel & Sons
Lots 18-22, Block 15, Veiths Park addition,  - Area V
Description: Provided funds for clean up of property and construction of new warehouse building.",2007,0,0,"3,640","177,095",0,0,0,0,,"3,640","177,095",2.305825,"4,083.50",83.93
01-0007,ADAMS,1,TIF BECKER LEASING LLC,4/26/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Stoetzel & Sons
Lots 18-22, Block 15, Veiths Park addition,  - Area V
Description: Provided funds for clean up of property and construction of new warehouse building.",2008,0,0,"3,640","177,095",0,0,0,0,,"3,640","177,095",2.269981,"4,020.02",82.63
01-0008,ADAMS,1,"TIF WALGREEN CO., IL CORP",6/15/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Walgreen Co. an Illinois Corp. (was Capital Group, Inc)
Lot 2, Burligton Center Sub., Hastings - Area VI
Description: Provided funds to assist with development of a new Walgreen building.",1994,0,0,0,0,0,0,0,0,,"33,215",0,2.8513,0.00,947.06
01-0008,ADAMS,1,"TIF WALGREEN CO., IL CORP",6/15/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Walgreen Co. an Illinois Corp. (was Capital Group, Inc)
Lot 2, Burligton Center Sub., Hastings - Area VI
Description: Provided funds to assist with development of a new Walgreen building.",1995,0,0,0,0,0,0,0,0,,"33,215","1,042,125",2.6627,"27,748.66",884.42
01-0008,ADAMS,1,"TIF WALGREEN CO., IL CORP",6/15/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Walgreen Co. an Illinois Corp. (was Capital Group, Inc)
Lot 2, Burligton Center Sub., Hastings - Area VI
Description: Provided funds to assist with development of a new Walgreen building.",1996,0,0,0,0,0,0,0,0,,"33,215","1,042,125",2.782648,"28,998.67",924.26
01-0008,ADAMS,1,"TIF WALGREEN CO., IL CORP",6/15/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Walgreen Co. an Illinois Corp. (was Capital Group, Inc)
Lot 2, Burligton Center Sub., Hastings - Area VI
Description: Provided funds to assist with development of a new Walgreen building.",1997,0,0,0,0,0,0,0,0,,"33,215","1,042,125",2.770471,"28,871.77",920.21
01-0008,ADAMS,1,"TIF WALGREEN CO., IL CORP",6/15/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Walgreen Co. an Illinois Corp. (was Capital Group, Inc)
Lot 2, Burligton Center Sub., Hastings - Area VI
Description: Provided funds to assist with development of a new Walgreen building.",1998,0,0,"33,215","1,042,125",0,0,0,0,,"33,215","1,042,125",2.283899,"23,801.08",758.60
01-0008,ADAMS,1,"TIF WALGREEN CO., IL CORP",6/15/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Walgreen Co. an Illinois Corp. (was Capital Group, Inc)
Lot 2, Burligton Center Sub., Hastings - Area VI
Description: Provided funds to assist with development of a new Walgreen building.",1999,0,0,"33,215","1,094,230",0,0,0,0,,"33,215","1,094,230",2.242644,"24,539.68",744.89
01-0008,ADAMS,1,"TIF WALGREEN CO., IL CORP",6/15/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Walgreen Co. an Illinois Corp. (was Capital Group, Inc)
Lot 2, Burligton Center Sub., Hastings - Area VI
Description: Provided funds to assist with development of a new Walgreen building.",2000,0,0,"33,215","1,424,690",0,0,0,0,,"33,215","1,424,690",2.172859,"30,956.50",721.72
01-0008,ADAMS,1,"TIF WALGREEN CO., IL CORP",6/15/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Walgreen Co. an Illinois Corp. (was Capital Group, Inc)
Lot 2, Burligton Center Sub., Hastings - Area VI
Description: Provided funds to assist with development of a new Walgreen building.",2001,0,0,"33,215","1,424,690",0,0,0,0,,"33,215","1,424,690",2.199674,"31,338.54",730.62
01-0008,ADAMS,1,"TIF WALGREEN CO., IL CORP",6/15/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Walgreen Co. an Illinois Corp. (was Capital Group, Inc)
Lot 2, Burligton Center Sub., Hastings - Area VI
Description: Provided funds to assist with development of a new Walgreen building.",2002,0,0,"33,215","1,424,690",0,0,0,0,,"33,215","1,424,690",2.269407,"32,332.01",753.78
01-0008,ADAMS,1,"TIF WALGREEN CO., IL CORP",6/15/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Walgreen Co. an Illinois Corp. (was Capital Group, Inc)
Lot 2, Burligton Center Sub., Hastings - Area VI
Description: Provided funds to assist with development of a new Walgreen building.",2003,0,0,"33,215","1,424,690",0,0,0,0,,"33,215","1,424,690",2.394463,"34,113.67",795.32
01-0008,ADAMS,1,"TIF WALGREEN CO., IL CORP",6/15/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Walgreen Co. an Illinois Corp. (was Capital Group, Inc)
Lot 2, Burligton Center Sub., Hastings - Area VI
Description: Provided funds to assist with development of a new Walgreen building.",2004,0,0,"33,215","1,424,690",0,0,0,0,,"33,215","1,424,690",2.372993,"33,807.79",788.19
01-0008,ADAMS,1,"TIF WALGREEN CO., IL CORP",6/15/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Walgreen Co. an Illinois Corp. (was Capital Group, Inc)
Lot 2, Burligton Center Sub., Hastings - Area VI
Description: Provided funds to assist with development of a new Walgreen building.",2005,0,0,"33,215","1,614,215",0,0,0,0,,"33,215","1,614,215",2.370005,"38,256.98",787.20
01-0008,ADAMS,1,"TIF WALGREEN CO., IL CORP",6/15/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Walgreen Co. an Illinois Corp. (was Capital Group, Inc)
Lot 2, Burligton Center Sub., Hastings - Area VI
Description: Provided funds to assist with development of a new Walgreen building.",2006,0,0,"33,215","1,614,215",0,0,0,0,,"33,215","1,614,215",2.353769,"37,994.89",781.80
01-0008,ADAMS,1,"TIF WALGREEN CO., IL CORP",6/15/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Walgreen Co. an Illinois Corp. (was Capital Group, Inc)
Lot 2, Burligton Center Sub., Hastings - Area VI
Description: Provided funds to assist with development of a new Walgreen building.",2007,0,0,"33,215","1,614,215",0,0,0,0,,"33,215","1,614,215",2.305825,"37,220.97",765.88
01-0008,ADAMS,1,"TIF WALGREEN CO., IL CORP",6/15/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Walgreen Co. an Illinois Corp. (was Capital Group, Inc)
Lot 2, Burligton Center Sub., Hastings - Area VI
Description: Provided funds to assist with development of a new Walgreen building.",2008,0,0,"33,215","1,614,215",0,0,0,0,,"33,215","1,614,215",2.269981,"36,642.37",753.97
01-0009,ADAMS,1,TIF ZACH DAVID J & MARSHA A,1/28/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: EZ Kitchens
Lots 4-6, Block 13, Palmers Prospect Park addition - Area IV
Description: Provided funds to relocate utilities for construction of new custom kitchen business.",1994,0,0,0,0,0,0,0,0,,"11,655","44,440",2.8513,"1,267.12",332.32
01-0009,ADAMS,1,TIF ZACH DAVID J & MARSHA A,1/28/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: EZ Kitchens
Lots 4-6, Block 13, Palmers Prospect Park addition - Area IV
Description: Provided funds to relocate utilities for construction of new custom kitchen business.",1995,0,0,0,0,0,0,0,0,,"11,655","206,490",2.6627,"5,498.21",310.34
01-0009,ADAMS,1,TIF ZACH DAVID J & MARSHA A,1/28/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: EZ Kitchens
Lots 4-6, Block 13, Palmers Prospect Park addition - Area IV
Description: Provided funds to relocate utilities for construction of new custom kitchen business.",1996,0,0,0,0,0,0,0,0,,"11,655","206,490",2.782648,"5,745.89",324.32
01-0016,ADAMS,1,TIF JADEN MFG. CO.,6/16/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Jaden Manufacturing
Tract in SE1/4 of SE1/4, section 11, township 7 , range 10, Hastings - Area IV
Description: Provided funds as incentive to construct new manufacturing facility and provide new jobs to the community.",2002,0,0,0,0,"740,110","262,500",0,0,,"740,110","262,500",2.269407,"5,957.19","16,796.11"
01-0016,ADAMS,1,TIF JADEN MFG. CO.,6/16/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Jaden Manufacturing
Tract in SE1/4 of SE1/4, section 11, township 7 , range 10, Hastings - Area IV
Description: Provided funds as incentive to construct new manufacturing facility and provide new jobs to the community.",2003,0,0,0,0,"740,110","262,500",0,0,,"740,110","262,500",2.394463,"6,285.47","17,721.66"
01-0016,ADAMS,1,TIF JADEN MFG. CO.,6/16/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Jaden Manufacturing
Tract in SE1/4 of SE1/4, section 11, township 7 , range 10, Hastings - Area IV
Description: Provided funds as incentive to construct new manufacturing facility and provide new jobs to the community.",2004,0,0,0,0,"740,110","262,500",0,0,,"740,110","262,500",2.372993,"6,229.11","17,562.76"
01-0016,ADAMS,1,TIF JADEN MFG. CO.,6/16/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Jaden Manufacturing
Tract in SE1/4 of SE1/4, section 11, township 7 , range 10, Hastings - Area IV
Description: Provided funds as incentive to construct new manufacturing facility and provide new jobs to the community.",2005,0,0,0,0,"740,110","591,610",0,0,,"740,110","591,610",2.370005,"14,021.19","17,540.64"
01-0016,ADAMS,1,TIF JADEN MFG. CO.,6/16/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Jaden Manufacturing
Tract in SE1/4 of SE1/4, section 11, township 7 , range 10, Hastings - Area IV
Description: Provided funds as incentive to construct new manufacturing facility and provide new jobs to the community.",2006,0,0,0,0,"740,110","591,610",0,0,,"740,110","591,610",2.353769,"13,925.13","17,420.48"
01-0016,ADAMS,1,TIF JADEN MFG. CO.,6/16/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Jaden Manufacturing
Tract in SE1/4 of SE1/4, section 11, township 7 , range 10, Hastings - Area IV
Description: Provided funds as incentive to construct new manufacturing facility and provide new jobs to the community.",2007,0,0,0,0,"740,000","591,610",0,0,,"740,000","591,610",2.305825,"13,641.49","17,063.10"
01-0016,ADAMS,1,TIF JADEN MFG. CO.,6/16/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Jaden Manufacturing
Tract in SE1/4 of SE1/4, section 11, township 7 , range 10, Hastings - Area IV
Description: Provided funds as incentive to construct new manufacturing facility and provide new jobs to the community.",2008,0,0,0,0,"740,110","591,610",0,0,,"740,110","591,610",2.269981,"13,429.43","16,800.36"
01-0017,ADAMS,1,TIF LINDEN WOOD INVESTORS LP,12/19/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Lindenwood investors (formerly Hastings Partners)
1040 Wabash Ave - Area VI
Description: Provided funds for paving of street and as incentive to build 56-unit apartment complex.",1994,0,0,0,0,0,0,0,0,,0,0,2.8513,0.00,0.00
01-0017,ADAMS,1,TIF LINDEN WOOD INVESTORS LP,12/19/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Lindenwood investors (formerly Hastings Partners)
1040 Wabash Ave - Area VI
Description: Provided funds for paving of street and as incentive to build 56-unit apartment complex.",1995,0,0,0,0,0,0,0,0,,"18,715","2,631,285",2.6627,"70,063.23",498.32
01-0017,ADAMS,1,TIF LINDEN WOOD INVESTORS LP,12/19/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Lindenwood investors (formerly Hastings Partners)
1040 Wabash Ave - Area VI
Description: Provided funds for paving of street and as incentive to build 56-unit apartment complex.",1996,0,0,0,0,0,0,0,0,,"18,715","2,631,285",2.782648,"73,219.40",520.77
01-0017,ADAMS,1,TIF LINDEN WOOD INVESTORS LP,12/19/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Lindenwood investors (formerly Hastings Partners)
1040 Wabash Ave - Area VI
Description: Provided funds for paving of street and as incentive to build 56-unit apartment complex.",1997,0,0,0,0,0,0,0,0,,"18,715","2,631,285",2.770471,"72,898.99",518.49
01-0021,ADAMS,1,TIF ROSEWOOD VILLA INC CONTR.,8/26/1994,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Rosewood Villa, Inc (formerly RMO Enterprises - Rainbow Motel & Ondracek, Richard and Lola.)
Tract in SE 1/4 SE 1/4 of SW 1/4, Sec 13, township 7, Range 10 - area V
Description: Provided funds for a 10-room motel expansion",1997,0,0,0,0,0,0,0,0,,"93,785","211,695",2.770471,"5,864.95","2,598.29"
