"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export 2017 TIF Report  certified as of 2-20-2018,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
01-0049,ADAMS,1,TIF CICADA PROPERTIES LLC,7/10/06,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Cicada Properties, LLC
Lot 1, Block 1, Buswell's Addition
Description: TIF funds used for demolition of structures, land acquisition and concrete for sidewalks and driveways for the redevelopment of vacant land into seven single family dwelling units for sale, each unit with a market value of $118,000 to $140,000 with detached garages",2013,43740,240545,0,0,0,0,0,0,,43740,240545,2.307173,5549.8,1009.16
01-0049,ADAMS,1,TIF CICADA PROPERTIES LLC,7/10/06,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Cicada Properties, LLC
Lot 1, Block 1, Buswell's Addition
Description: TIF funds used for demolition of structures, land acquisition and concrete for sidewalks and driveways for the redevelopment of vacant land into seven single family dwelling units for sale, each unit with a market value of $118,000 to $140,000 with detached garages",2014,50575,252165,0,0,0,0,0,0,,50575,252165,2.295244,5787.8,1160.82
01-0049,ADAMS,1,TIF CICADA PROPERTIES LLC,7/10/06,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Cicada Properties, LLC
Lot 1, Block 1, Buswell's Addition
Description: TIF funds used for demolition of structures, land acquisition and concrete for sidewalks and driveways for the redevelopment of vacant land into seven single family dwelling units for sale, each unit with a market value of $118,000 to $140,000 with detached garages",2015,43740,254380,0,0,0,0,0,0,,43740,254380,2.23584,5687.54,977.96
01-0049,ADAMS,1,TIF CICADA PROPERTIES LLC,7/10/06,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Cicada Properties, LLC
Lot 1, Block 1, Buswell's Addition
Description: TIF funds used for demolition of structures, land acquisition and concrete for sidewalks and driveways for the redevelopment of vacant land into seven single family dwelling units for sale, each unit with a market value of $118,000 to $140,000 with detached garages",2016,43740,327540,0,0,0,0,0,0,,43740,327540,2.234294,7318.22,977.28
01-0049,ADAMS,1,TIF CICADA PROPERTIES LLC,7/10/06,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Cicada Properties, LLC
Lot 1, Block 1, Buswell's Addition
Description: TIF funds used for demolition of structures, land acquisition and concrete for sidewalks and driveways for the redevelopment of vacant land into seven single family dwelling units for sale, each unit with a market value of $118,000 to $140,000 with detached garages",2017,43740,338685,0,0,0,0,0,0,,43740,338685,2.230715,7555.1,975.71
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Midland Corp.
Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings
Description: TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2009,0,0,42885,354510,0,0,0,0,,42885,354510,2.289484,8116.45,981.85
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Midland Corp.
Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings
Description: TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2010,0,0,42885,362455,0,0,0,0,,42885,362455,2.322425,8417.75,995.97
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Midland Corp.
Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings
Description: TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2011,0,0,42885,362455,0,0,0,0,,42885,362455,2.357864,8546.2,1011.17
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Midland Corp.
Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings
Description: TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2012,0,0,42885,362455,0,0,0,0,,42885,362455,2.341526,8486.98,1004.16
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Midland Corp.
Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings
Description: TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2013,0,0,42885,362455,0,0,0,0,,42885,362455,2.307173,8362.46,989.43
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Midland Corp.
Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings
Description: TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2014,0,0,42885,362455,0,0,0,0,,42885,362455,2.295244,8319.24,984.32
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Midland Corp.
Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings
Description: TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2015,0,0,42885,380535,0,0,0,0,,42885,380535,2.23584,8508.16,958.84
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Midland Corp.
Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings
Description: TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2016,0,0,42885,388130,0,0,0,0,,42885,388130,2.234294,8671.98,958.18
01-0050,ADAMS,1,TIF MIDLAND CORP,1/1/08,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Midland Corp.
Lots 17 through 22, inclusive, and the West 2/3 feet of Lot 23, Block 22, Johnson's Addition, Hastings
Description: TIF funds used to develop a 17,690 sq ft metal and brick building as a warehouse for shipping and receiving of Dutton-Lainson Company's wholesale division.",2017,0,0,42885,419110,0,0,0,0,,42885,419110,2.230715,9349.16,956.64
01-0051,ADAMS,1,TIF CARMICHAEL LIMITED LLC,1/1/10,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Carmichael Limited LLC
Lots 4 & 5 Oliver's Addition City of Hastings, 813 & 817 W 2nd 
Description: Renovation of 100 yr old downtown building including construction of residential condo's on 2nd floor and two commercial condos on main floor. Removal of 60's façade to expose 2nd level windows and installation of new storefronts.",2010,0,0,76335,1535,0,0,0,0,,76335,1535,2.322425,35.65,1772.82
01-0051,ADAMS,1,TIF CARMICHAEL LIMITED LLC,1/1/10,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Carmichael Limited LLC
Lots 4 & 5 Oliver's Addition City of Hastings, 813 & 817 W 2nd 
Description: Renovation of 100 yr old downtown building including construction of residential condo's on 2nd floor and two commercial condos on main floor. Removal of 60's façade to expose 2nd level windows and installation of new storefronts.",2011,0,0,76335,111190,0,0,0,0,,76335,111190,2.357864,2621.71,1799.88
01-0051,ADAMS,1,TIF CARMICHAEL LIMITED LLC,1/1/10,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Carmichael Limited LLC
Lots 4 & 5 Oliver's Addition City of Hastings, 813 & 817 W 2nd 
Description: Renovation of 100 yr old downtown building including construction of residential condo's on 2nd floor and two commercial condos on main floor. Removal of 60's façade to expose 2nd level windows and installation of new storefronts.",2012,0,0,76335,185510,0,0,0,0,,76335,185510,2.341526,4343.76,1787.4
01-0051,ADAMS,1,TIF CARMICHAEL LIMITED LLC,1/1/10,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Carmichael Limited LLC
Lots 4 & 5 Oliver's Addition City of Hastings, 813 & 817 W 2nd 
Description: Renovation of 100 yr old downtown building including construction of residential condo's on 2nd floor and two commercial condos on main floor. Removal of 60's façade to expose 2nd level windows and installation of new storefronts.",2013,0,0,76335,185510,0,0,0,0,,76335,185510,2.307173,4280.04,1761.18
01-0051,ADAMS,1,TIF CARMICHAEL LIMITED LLC,1/1/10,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Carmichael Limited LLC
Lots 4 & 5 Oliver's Addition City of Hastings, 813 & 817 W 2nd 
Description: Renovation of 100 yr old downtown building including construction of residential condo's on 2nd floor and two commercial condos on main floor. Removal of 60's façade to expose 2nd level windows and installation of new storefronts.",2014,0,0,76335,397575,0,0,0,0,,76335,397575,2.295244,9125.32,1752.07
01-0051,ADAMS,1,TIF CARMICHAEL LIMITED LLC,1/1/10,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Carmichael Limited LLC
Lots 4 & 5 Oliver's Addition City of Hastings, 813 & 817 W 2nd 
Description: Renovation of 100 yr old downtown building including construction of residential condo's on 2nd floor and two commercial condos on main floor. Removal of 60's façade to expose 2nd level windows and installation of new storefronts.",2015,0,0,76335,420635,0,0,0,0,,76335,420635,2.23584,9404.74,1706.73
01-0051,ADAMS,1,TIF CARMICHAEL LIMITED LLC,1/1/10,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Carmichael Limited LLC
Lots 4 & 5 Oliver's Addition City of Hastings, 813 & 817 W 2nd 
Description: Renovation of 100 yr old downtown building including construction of residential condo's on 2nd floor and two commercial condos on main floor. Removal of 60's façade to expose 2nd level windows and installation of new storefronts.",2016,0,0,76335,430320,0,0,0,0,,76335,430320,2.234294,9614.62,1705.55
01-0051,ADAMS,1,TIF CARMICHAEL LIMITED LLC,1/1/10,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Carmichael Limited LLC
Lots 4 & 5 Oliver's Addition City of Hastings, 813 & 817 W 2nd 
Description: Renovation of 100 yr old downtown building including construction of residential condo's on 2nd floor and two commercial condos on main floor. Removal of 60's façade to expose 2nd level windows and installation of new storefronts.",2017,0,0,76335,453055,0,0,0,0,,76335,453055,2.230715,10106.38,1702.82
01-0052,ADAMS,1,TIF VILLAGE GARDENS - HOUSING,1/1/12,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Village Gardens - Good Samaritan Housing 
Lot 1, Good Samaritan Second Subdivision
Description: Provide funding for water, sewer and street improvements for 40 units of low to moderate income senior rental housing.",2012,0,0,319880,1992285,0,0,0,0,,319880,1992285,2.341526,46649.88,7490.07
01-0052,ADAMS,1,TIF VILLAGE GARDENS - HOUSING,1/1/12,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Village Gardens - Good Samaritan Housing 
Lot 1, Good Samaritan Second Subdivision
Description: Provide funding for water, sewer and street improvements for 40 units of low to moderate income senior rental housing.",2013,0,0,319880,1992285,0,0,0,0,,319880,1992285,2.307173,45965.46,7380.18
01-0052,ADAMS,1,TIF VILLAGE GARDENS - HOUSING,1/1/12,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Village Gardens - Good Samaritan Housing 
Lot 1, Good Samaritan Second Subdivision
Description: Provide funding for water, sewer and street improvements for 40 units of low to moderate income senior rental housing.",2014,0,0,319880,1992285,0,0,0,0,,319880,1992285,2.295244,45727.8,7342.03
01-0052,ADAMS,1,TIF VILLAGE GARDENS - HOUSING,1/1/12,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Village Gardens - Good Samaritan Housing 
Lot 1, Good Samaritan Second Subdivision
Description: Provide funding for water, sewer and street improvements for 40 units of low to moderate income senior rental housing.",2015,0,0,319880,1992285,0,0,0,0,,319880,1992285,2.23584,44544.3,7152
01-0052,ADAMS,1,TIF VILLAGE GARDENS - HOUSING,1/1/12,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Village Gardens - Good Samaritan Housing 
Lot 1, Good Samaritan Second Subdivision
Description: Provide funding for water, sewer and street improvements for 40 units of low to moderate income senior rental housing.",2016,0,0,319880,2037185,0,0,0,0,,319880,2037185,2.234294,45516.7,7147.06
01-0052,ADAMS,1,TIF VILLAGE GARDENS - HOUSING,1/1/12,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Village Gardens - Good Samaritan Housing 
Lot 1, Good Samaritan Second Subdivision
Description: Provide funding for water, sewer and street improvements for 40 units of low to moderate income senior rental housing.",2017,0,0,319880,2220375,0,0,0,0,,319880,2220375,2.230715,49530.24,7135.61
01-0053,ADAMS,1,TIF SOUTHWOOD ESTATES DEVL PRJ,1/1/12,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Projects: Southwood Estates - Mesner Development
Lot 2 and 3, Southwood Estates
Description: Provide funding for water, sewer and street improvements for 32 units of low to moderate senior rental housing.",2012,25850,544130,0,0,0,0,0,0,,25850,544130,2.341526,12740.96,605.28
01-0053,ADAMS,1,TIF SOUTHWOOD ESTATES DEVL PRJ,1/1/12,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Projects: Southwood Estates - Mesner Development
Lot 2 and 3, Southwood Estates
Description: Provide funding for water, sewer and street improvements for 32 units of low to moderate senior rental housing.",2013,25850,898750,0,0,0,0,0,0,,25850,898750,2.307173,20735.72,596.4
01-0053,ADAMS,1,TIF SOUTHWOOD ESTATES DEVL PRJ,1/1/12,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Projects: Southwood Estates - Mesner Development
Lot 2 and 3, Southwood Estates
Description: Provide funding for water, sewer and street improvements for 32 units of low to moderate senior rental housing.",2014,25850,898750,0,0,0,0,0,0,,25850,898750,2.295244,20628.52,593.32
01-0053,ADAMS,1,TIF SOUTHWOOD ESTATES DEVL PRJ,1/1/12,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Projects: Southwood Estates - Mesner Development
Lot 2 and 3, Southwood Estates
Description: Provide funding for water, sewer and street improvements for 32 units of low to moderate senior rental housing.",2015,25850,909150,0,0,0,0,0,0,,25850,909150,2.23584,20327.14,577.96
01-0053,ADAMS,1,TIF SOUTHWOOD ESTATES DEVL PRJ,1/1/12,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Projects: Southwood Estates - Mesner Development
Lot 2 and 3, Southwood Estates
Description: Provide funding for water, sewer and street improvements for 32 units of low to moderate senior rental housing.",2016,25850,692450,0,0,0,0,0,0,,25850,692450,2.234294,15471.38,577.56
01-0053,ADAMS,1,TIF SOUTHWOOD ESTATES DEVL PRJ,1/1/12,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Projects: Southwood Estates - Mesner Development
Lot 2 and 3, Southwood Estates
Description: Provide funding for water, sewer and street improvements for 32 units of low to moderate senior rental housing.",2017,25850,687395,0,0,0,0,0,0,,25850,687395,2.230715,15333.82,576.64
