"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2015 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
01-0035,ADAMS,1,TIF CROSIER PARK LLC,3/23/01,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project : Crosier Redevelopment Project
223 E. 14th Street (15.89 acres in Redevelopment Area # 8)
Description: TIF funds used to correct defeciencies in the 100 year-old Crosier Monastery to convert the property to a multi-tenant professional building.
Note: City working with Assessor's office to resolve actual values.
",2007,0,0,900475,1852075,0,0,0,0,,900475,1852075,2.305825,42705.61,20763.38
01-0035,ADAMS,1,TIF CROSIER PARK LLC,3/23/01,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project : Crosier Redevelopment Project
223 E. 14th Street (15.89 acres in Redevelopment Area # 8)
Description: TIF funds used to correct defeciencies in the 100 year-old Crosier Monastery to convert the property to a multi-tenant professional building.
Note: City working with Assessor's office to resolve actual values.
",2008,0,0,32500,2720050,0,0,0,0,,32500,2720050,2.269981,61744.62,737.74
01-0035,ADAMS,1,TIF CROSIER PARK LLC,3/23/01,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project : Crosier Redevelopment Project
223 E. 14th Street (15.89 acres in Redevelopment Area # 8)
Description: TIF funds used to correct defeciencies in the 100 year-old Crosier Monastery to convert the property to a multi-tenant professional building.
Note: City working with Assessor's office to resolve actual values.
",2009,0,0,32500,2720050,0,0,0,0,,32500,2720050,2.289484,62275.12,744.08
01-0035,ADAMS,1,TIF CROSIER PARK LLC,3/23/01,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project : Crosier Redevelopment Project
223 E. 14th Street (15.89 acres in Redevelopment Area # 8)
Description: TIF funds used to correct defeciencies in the 100 year-old Crosier Monastery to convert the property to a multi-tenant professional building.
Note: City working with Assessor's office to resolve actual values.
",2010,0,0,32500,2775075,0,0,0,0,,32500,2775075,2.322425,64449.04,754.79
01-0035,ADAMS,1,TIF CROSIER PARK LLC,3/23/01,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project : Crosier Redevelopment Project
223 E. 14th Street (15.89 acres in Redevelopment Area # 8)
Description: TIF funds used to correct defeciencies in the 100 year-old Crosier Monastery to convert the property to a multi-tenant professional building.
Note: City working with Assessor's office to resolve actual values.
",2011,0,0,32500,2775075,0,0,0,0,,32500,2775075,2.357864,65432.49,766.31
01-0035,ADAMS,1,TIF CROSIER PARK LLC,3/23/01,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project : Crosier Redevelopment Project
223 E. 14th Street (15.89 acres in Redevelopment Area # 8)
Description: TIF funds used to correct defeciencies in the 100 year-old Crosier Monastery to convert the property to a multi-tenant professional building.
Note: City working with Assessor's office to resolve actual values.
",2012,0,0,32500,2775075,0,0,0,0,,32500,2775075,2.341526,64979.1,761
01-0035,ADAMS,1,TIF CROSIER PARK LLC,3/23/01,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project : Crosier Redevelopment Project
223 E. 14th Street (15.89 acres in Redevelopment Area # 8)
Description: TIF funds used to correct defeciencies in the 100 year-old Crosier Monastery to convert the property to a multi-tenant professional building.
Note: City working with Assessor's office to resolve actual values.
",2013,0,0,32500,2775075,0,0,0,0,,32500,2775075,2.307173,64025.78,749.83
01-0035,ADAMS,1,TIF CROSIER PARK LLC,3/23/01,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project : Crosier Redevelopment Project
223 E. 14th Street (15.89 acres in Redevelopment Area # 8)
Description: TIF funds used to correct defeciencies in the 100 year-old Crosier Monastery to convert the property to a multi-tenant professional building.
Note: City working with Assessor's office to resolve actual values.
",2014,0,0,32500,2775075,0,0,0,0,,32500,2775075,2.295244,63694.74,745.95
01-0035,ADAMS,1,TIF CROSIER PARK LLC,3/23/01,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project : Crosier Redevelopment Project
223 E. 14th Street (15.89 acres in Redevelopment Area # 8)
Description: TIF funds used to correct defeciencies in the 100 year-old Crosier Monastery to convert the property to a multi-tenant professional building.
Note: City working with Assessor's office to resolve actual values.
",2015,0,0,32500,2908710,0,0,0,0,,32500,2908710,2.23584,65034.1,726.65
01-0060,ADAMS,1,TIF DIECKER CONSTRUCTION,1/1/15,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Diecker Construction Inc. 
123 S Hastings Ave, Lot 1 Dayton Subdiv PID 010006230
Description of Project: Developer constructed 4,000 sq ft shop space. TIF funds used to provide sewer and water to lot line.",2015,0,0,18445,185455,0,0,0,0,,18445,185455,2.23584,4146.48,412.4
01-0033,ADAMS,1,TIF KENESAW COMM DEVELP CORP,10/11/00,KENESAW,KENESAW 3,01-0003,,3,"Name of Project: Kenesaw Community Redevelopment Project
Lots 66-71, inclusive, Original Town, now Village of Kenesaw
Description: TIF funds used for land acquisition and public improvements for the construction of two 4-plex structures for senior citizen housing of medium income.",2001,0,0,76330,130855,0,0,0,0,,76330,130855,1.900576,2487,1450.71
01-0033,ADAMS,1,TIF KENESAW COMM DEVELP CORP,10/11/00,KENESAW,KENESAW 3,01-0003,,3,"Name of Project: Kenesaw Community Redevelopment Project
Lots 66-71, inclusive, Original Town, now Village of Kenesaw
Description: TIF funds used for land acquisition and public improvements for the construction of two 4-plex structures for senior citizen housing of medium income.",2002,0,0,76330,258135,0,0,0,0,,76330,258135,1.963154,5067.59,1498.48
01-0033,ADAMS,1,TIF KENESAW COMM DEVELP CORP,10/11/00,KENESAW,KENESAW 3,01-0003,,3,"Name of Project: Kenesaw Community Redevelopment Project
Lots 66-71, inclusive, Original Town, now Village of Kenesaw
Description: TIF funds used for land acquisition and public improvements for the construction of two 4-plex structures for senior citizen housing of medium income.",2003,0,0,76330,258135,0,0,0,0,,76330,258135,2.043319,5274.52,1559.67
01-0033,ADAMS,1,TIF KENESAW COMM DEVELP CORP,10/11/00,KENESAW,KENESAW 3,01-0003,,3,"Name of Project: Kenesaw Community Redevelopment Project
Lots 66-71, inclusive, Original Town, now Village of Kenesaw
Description: TIF funds used for land acquisition and public improvements for the construction of two 4-plex structures for senior citizen housing of medium income.",2004,0,0,76330,258135,0,0,0,0,,76330,258135,2.032398,5246.33,1551.33
01-0033,ADAMS,1,TIF KENESAW COMM DEVELP CORP,10/11/00,KENESAW,KENESAW 3,01-0003,,3,"Name of Project: Kenesaw Community Redevelopment Project
Lots 66-71, inclusive, Original Town, now Village of Kenesaw
Description: TIF funds used for land acquisition and public improvements for the construction of two 4-plex structures for senior citizen housing of medium income.",2005,0,0,76330,301615,0,0,0,0,,76330,301615,1.956071,5899.81,1493.07
01-0033,ADAMS,1,TIF KENESAW COMM DEVELP CORP,10/11/00,KENESAW,KENESAW 3,01-0003,,3,"Name of Project: Kenesaw Community Redevelopment Project
Lots 66-71, inclusive, Original Town, now Village of Kenesaw
Description: TIF funds used for land acquisition and public improvements for the construction of two 4-plex structures for senior citizen housing of medium income.",2006,0,0,76330,301615,0,0,0,0,,76330,301615,1.979082,5969.21,1510.63
01-0033,ADAMS,1,TIF KENESAW COMM DEVELP CORP,10/11/00,KENESAW,KENESAW 3,01-0003,,3,"Name of Project: Kenesaw Community Redevelopment Project
Lots 66-71, inclusive, Original Town, now Village of Kenesaw
Description: TIF funds used for land acquisition and public improvements for the construction of two 4-plex structures for senior citizen housing of medium income.",2007,0,0,76330,301615,0,0,0,0,,76330,301615,1.941677,5856.39,1482.08
01-0033,ADAMS,1,TIF KENESAW COMM DEVELP CORP,10/11/00,KENESAW,KENESAW 3,01-0003,,3,"Name of Project: Kenesaw Community Redevelopment Project
Lots 66-71, inclusive, Original Town, now Village of Kenesaw
Description: TIF funds used for land acquisition and public improvements for the construction of two 4-plex structures for senior citizen housing of medium income.",2008,0,0,76330,301615,0,0,0,0,,76330,301615,1.977648,5964.88,1509.54
01-0033,ADAMS,1,TIF KENESAW COMM DEVELP CORP,10/11/00,KENESAW,KENESAW 3,01-0003,,3,"Name of Project: Kenesaw Community Redevelopment Project
Lots 66-71, inclusive, Original Town, now Village of Kenesaw
Description: TIF funds used for land acquisition and public improvements for the construction of two 4-plex structures for senior citizen housing of medium income.",2009,0,0,76330,301615,0,0,0,0,,76330,301615,2.060345,6214.31,1572.66
01-0033,ADAMS,1,TIF KENESAW COMM DEVELP CORP,10/11/00,KENESAW,KENESAW 3,01-0003,,3,"Name of Project: Kenesaw Community Redevelopment Project
Lots 66-71, inclusive, Original Town, now Village of Kenesaw
Description: TIF funds used for land acquisition and public improvements for the construction of two 4-plex structures for senior citizen housing of medium income.",2010,0,0,76330,301615,0,0,0,0,,76330,301615,2.072994,6252.46,1582.32
01-0033,ADAMS,1,TIF KENESAW COMM DEVELP CORP,10/11/00,KENESAW,KENESAW 3,01-0003,,3,"Name of Project: Kenesaw Community Redevelopment Project
Lots 66-71, inclusive, Original Town, now Village of Kenesaw
Description: TIF funds used for land acquisition and public improvements for the construction of two 4-plex structures for senior citizen housing of medium income.",2011,0,0,76330,301615,0,0,0,0,,76330,301615,2.01015,6062.91,1534.35
01-0033,ADAMS,1,TIF KENESAW COMM DEVELP CORP,10/11/00,KENESAW,KENESAW 3,01-0003,,3,"Name of Project: Kenesaw Community Redevelopment Project
Lots 66-71, inclusive, Original Town, now Village of Kenesaw
Description: TIF funds used for land acquisition and public improvements for the construction of two 4-plex structures for senior citizen housing of medium income.",2012,0,0,76330,301615,0,0,0,0,,76330,301615,1.947844,5875,1486.79
01-0033,ADAMS,1,TIF KENESAW COMM DEVELP CORP,10/11/00,KENESAW,KENESAW 3,01-0003,,3,"Name of Project: Kenesaw Community Redevelopment Project
Lots 66-71, inclusive, Original Town, now Village of Kenesaw
Description: TIF funds used for land acquisition and public improvements for the construction of two 4-plex structures for senior citizen housing of medium income.",2013,0,0,76330,301615,0,0,0,0,,76330,301615,1.946493,5870.92,1485.76
01-0033,ADAMS,1,TIF KENESAW COMM DEVELP CORP,10/11/00,KENESAW,KENESAW 3,01-0003,,3,"Name of Project: Kenesaw Community Redevelopment Project
Lots 66-71, inclusive, Original Town, now Village of Kenesaw
Description: TIF funds used for land acquisition and public improvements for the construction of two 4-plex structures for senior citizen housing of medium income.",2014,0,0,76330,301615,0,0,0,0,,76330,301615,1.804054,5441.3,1377.03
01-0033,ADAMS,1,TIF KENESAW COMM DEVELP CORP,10/11/00,KENESAW,KENESAW 3,01-0003,,3,"Name of Project: Kenesaw Community Redevelopment Project
Lots 66-71, inclusive, Original Town, now Village of Kenesaw
Description: TIF funds used for land acquisition and public improvements for the construction of two 4-plex structures for senior citizen housing of medium income.",2015,0,0,76330,301615,0,0,0,0,,76330,301615,1.593068,4804.94,1215.99
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/02,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds used to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2003,0,0,67230,1305,0,0,0,0,,67230,1305,2.394463,31.25,1609.8
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/02,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds used to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2004,0,0,67230,511825,0,0,0,0,,67230,511825,2.372993,12145.57,1595.36
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/02,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds used to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2005,0,0,67230,587100,0,0,0,0,,67230,587100,2.370005,13914.3,1593.35
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/02,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds used to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2006,0,0,67230,610895,0,0,0,0,,67230,610895,2.353769,14379.06,1582.44
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/02,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds used to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2007,0,0,67230,656385,0,0,0,0,,67230,656385,2.305825,15135.09,1550.21
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/02,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds used to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2008,0,0,67230,656385,0,0,0,0,,67230,656385,2.269981,14899.81,1526.11
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/02,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds used to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2009,0,0,67230,656385,0,0,0,0,,67230,656385,2.289484,15027.83,1539.22
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/02,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds used to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2010,0,0,67230,670855,0,0,0,0,,67230,670855,2.322425,15580.1,1561.37
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/02,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds used to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2011,0,0,67230,732850,0,0,0,0,,67230,732850,2.357864,17279.61,1585.19
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/02,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds used to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2012,0,0,67230,732850,0,0,0,0,,67230,732850,2.341526,17159.88,1574.21
