"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2014 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
01-0035,ADAMS,1,TIF CROSIER PARK LLC,3/23/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project : Crosier Redevelopment Project
223 E. 14th Street (15.89 acres in Redevelopment Area # 8)
Description: TIF funds used to correct defeciencies in the 100 year-old Crosier Monastery to convert the property to a multi-tenant professional building.
Note: City working with Assessor's office to resolve actual values.

",2012,0.00,0.00,"32,500.00","2,775,075.00",0.00,0.00,0.00,0.00,,"32,500.00","2,775,075.00",2.341526,"64,979.10",761.00
01-0035,ADAMS,1,TIF CROSIER PARK LLC,3/23/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project : Crosier Redevelopment Project
223 E. 14th Street (15.89 acres in Redevelopment Area # 8)
Description: TIF funds used to correct defeciencies in the 100 year-old Crosier Monastery to convert the property to a multi-tenant professional building.
Note: City working with Assessor's office to resolve actual values.

",2013,0.00,0.00,"32,500.00","2,775,075.00",0.00,0.00,0.00,0.00,,"32,500.00","2,775,075.00",2.307173,"64,025.78",749.83
01-0035,ADAMS,1,TIF CROSIER PARK LLC,3/23/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project : Crosier Redevelopment Project
223 E. 14th Street (15.89 acres in Redevelopment Area # 8)
Description: TIF funds used to correct defeciencies in the 100 year-old Crosier Monastery to convert the property to a multi-tenant professional building.
Note: City working with Assessor's office to resolve actual values.

",2014,0.00,0.00,"32,500.00","2,775,075.00",0.00,0.00,0.00,0.00,,"32,500.00","2,775,075.00",2.295244,"63,694.74",745.95
01-0037,ADAMS,1,TIF MEADOWS ASSOCIATES,1/8/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Meadows Associates, LLC
Lots 13-24 and lots 33-36 and outlots 65 & 67 of Arbor Subdivision
Description: TIF funds used to pay for paving, water, & sewer assessments for 16 new townhomes for rental to low to moderate income families.",2002,0.00,0.00,"25,525.00","1,068,800.00",0.00,0.00,0.00,0.00,,"25,525.00","1,068,800.00",2.269407,"24,255.42",579.27
01-0037,ADAMS,1,TIF MEADOWS ASSOCIATES,1/8/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Meadows Associates, LLC
Lots 13-24 and lots 33-36 and outlots 65 & 67 of Arbor Subdivision
Description: TIF funds used to pay for paving, water, & sewer assessments for 16 new townhomes for rental to low to moderate income families.",2003,0.00,0.00,"25,525.00","1,068,800.00",0.00,0.00,0.00,0.00,,"25,525.00","1,068,800.00",2.394463,"25,592.02",611.19
01-0037,ADAMS,1,TIF MEADOWS ASSOCIATES,1/8/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Meadows Associates, LLC
Lots 13-24 and lots 33-36 and outlots 65 & 67 of Arbor Subdivision
Description: TIF funds used to pay for paving, water, & sewer assessments for 16 new townhomes for rental to low to moderate income families.",2004,0.00,0.00,"25,525.00","1,068,800.00",0.00,0.00,0.00,0.00,,"25,525.00","1,068,800.00",2.372993,"25,362.55",605.71
01-0037,ADAMS,1,TIF MEADOWS ASSOCIATES,1/8/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Meadows Associates, LLC
Lots 13-24 and lots 33-36 and outlots 65 & 67 of Arbor Subdivision
Description: TIF funds used to pay for paving, water, & sewer assessments for 16 new townhomes for rental to low to moderate income families.",2005,0.00,0.00,"25,525.00","1,211,055.00",0.00,0.00,0.00,0.00,,"25,525.00","1,211,055.00",2.370005,"28,702.07",604.94
01-0037,ADAMS,1,TIF MEADOWS ASSOCIATES,1/8/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Meadows Associates, LLC
Lots 13-24 and lots 33-36 and outlots 65 & 67 of Arbor Subdivision
Description: TIF funds used to pay for paving, water, & sewer assessments for 16 new townhomes for rental to low to moderate income families.",2006,0.00,0.00,"25,525.00","781,075.00",0.00,0.00,0.00,0.00,,"25,525.00","781,075.00",2.353769,"18,384.70",600.80
01-0037,ADAMS,1,TIF MEADOWS ASSOCIATES,1/8/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Meadows Associates, LLC
Lots 13-24 and lots 33-36 and outlots 65 & 67 of Arbor Subdivision
Description: TIF funds used to pay for paving, water, & sewer assessments for 16 new townhomes for rental to low to moderate income families.",2007,0.00,0.00,"25,525.00","781,075.00",0.00,0.00,0.00,0.00,,"25,525.00","781,075.00",2.305825,"18,010.22",588.56
01-0037,ADAMS,1,TIF MEADOWS ASSOCIATES,1/8/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Meadows Associates, LLC
Lots 13-24 and lots 33-36 and outlots 65 & 67 of Arbor Subdivision
Description: TIF funds used to pay for paving, water, & sewer assessments for 16 new townhomes for rental to low to moderate income families.",2008,0.00,0.00,"25,525.00","781,075.00",0.00,0.00,0.00,0.00,,"25,525.00","781,075.00",2.269981,"17,730.25",579.41
01-0037,ADAMS,1,TIF MEADOWS ASSOCIATES,1/8/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Meadows Associates, LLC
Lots 13-24 and lots 33-36 and outlots 65 & 67 of Arbor Subdivision
Description: TIF funds used to pay for paving, water, & sewer assessments for 16 new townhomes for rental to low to moderate income families.",2009,0.00,0.00,"25,525.00","781,075.00",0.00,0.00,0.00,0.00,,"25,525.00","781,075.00",2.289484,"17,882.59",584.39
01-0037,ADAMS,1,TIF MEADOWS ASSOCIATES,1/8/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Meadows Associates, LLC
Lots 13-24 and lots 33-36 and outlots 65 & 67 of Arbor Subdivision
Description: TIF funds used to pay for paving, water, & sewer assessments for 16 new townhomes for rental to low to moderate income families.",2010,0.00,0.00,"25,525.00","797,205.00",0.00,0.00,0.00,0.00,,"25,525.00","797,205.00",2.322425,"18,514.49",592.80
01-0037,ADAMS,1,TIF MEADOWS ASSOCIATES,1/8/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Meadows Associates, LLC
Lots 13-24 and lots 33-36 and outlots 65 & 67 of Arbor Subdivision
Description: TIF funds used to pay for paving, water, & sewer assessments for 16 new townhomes for rental to low to moderate income families.",2011,0.00,0.00,"25,525.00","797,205.00",0.00,0.00,0.00,0.00,,"25,525.00","797,205.00",2.357864,"18,797.01",601.84
01-0037,ADAMS,1,TIF MEADOWS ASSOCIATES,1/8/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Meadows Associates, LLC
Lots 13-24 and lots 33-36 and outlots 65 & 67 of Arbor Subdivision
Description: TIF funds used to pay for paving, water, & sewer assessments for 16 new townhomes for rental to low to moderate income families.",2012,0.00,0.00,"25,525.00","376,945.00",0.00,0.00,0.00,0.00,,"25,525.00","376,945.00",2.341526,"8,826.28",597.67
01-0037,ADAMS,1,TIF MEADOWS ASSOCIATES,1/8/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Meadows Associates, LLC
Lots 13-24 and lots 33-36 and outlots 65 & 67 of Arbor Subdivision
Description: TIF funds used to pay for paving, water, & sewer assessments for 16 new townhomes for rental to low to moderate income families.",2013,0.00,0.00,"25,525.00","376,945.00",0.00,0.00,0.00,0.00,,"25,525.00","376,945.00",2.307173,"8,696.78",588.91
01-0037,ADAMS,1,TIF MEADOWS ASSOCIATES,1/8/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Meadows Associates, LLC
Lots 13-24 and lots 33-36 and outlots 65 & 67 of Arbor Subdivision
Description: TIF funds used to pay for paving, water, & sewer assessments for 16 new townhomes for rental to low to moderate income families.",2014,0.00,0.00,"25,525.00","376,945.00",0.00,0.00,0.00,0.00,,"25,525.00","376,945.00",2.295244,"8,651.82",585.86
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1 through 6 inclusive Block 1 and Lots 7 through 12 inclusive Block 2, Southwood Third Addition
Description: TIF funds used for paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation. Corrected history years 2006 to current for this project and reported Southwood IV TIF separately.",2003,"11,250.00","85,565.00",0.00,0.00,0.00,0.00,0.00,0.00,,"11,250.00","85,565.00",2.394463,"2,048.82",269.38
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1 through 6 inclusive Block 1 and Lots 7 through 12 inclusive Block 2, Southwood Third Addition
Description: TIF funds used for paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation. Corrected history years 2006 to current for this project and reported Southwood IV TIF separately.",2004,"11,250.00","1,041,980.00",0.00,0.00,0.00,0.00,0.00,0.00,,"11,250.00","1,041,980.00",2.372993,"24,726.11",266.96
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1 through 6 inclusive Block 1 and Lots 7 through 12 inclusive Block 2, Southwood Third Addition
Description: TIF funds used for paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation. Corrected history years 2006 to current for this project and reported Southwood IV TIF separately.",2005,"10,325.00","1,029,685.00",0.00,0.00,0.00,0.00,0.00,0.00,,"10,325.00","1,029,685.00",2.370005,"24,403.59",244.70
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1 through 6 inclusive Block 1 and Lots 7 through 12 inclusive Block 2, Southwood Third Addition
Description: TIF funds used for paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation. Corrected history years 2006 to current for this project and reported Southwood IV TIF separately.",2006,"10,325.00","1,029,685.00",0.00,0.00,0.00,0.00,0.00,0.00,,"10,325.00","1,029,685.00",2.353769,"24,236.41",243.03
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1 through 6 inclusive Block 1 and Lots 7 through 12 inclusive Block 2, Southwood Third Addition
Description: TIF funds used for paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation. Corrected history years 2006 to current for this project and reported Southwood IV TIF separately.",2007,"10,325.00","1,029,685.00",0.00,0.00,0.00,0.00,0.00,0.00,,"10,325.00","1,029,685.00",2.305825,"23,742.74",238.07
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1 through 6 inclusive Block 1 and Lots 7 through 12 inclusive Block 2, Southwood Third Addition
Description: TIF funds used for paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation. Corrected history years 2006 to current for this project and reported Southwood IV TIF separately.",2008,"25,125.00","1,024,950.00",0.00,0.00,0.00,0.00,0.00,0.00,,"25,125.00","1,024,950.00",2.269981,"23,266.17",570.29
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1 through 6 inclusive Block 1 and Lots 7 through 12 inclusive Block 2, Southwood Third Addition
Description: TIF funds used for paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation. Corrected history years 2006 to current for this project and reported Southwood IV TIF separately.",2009,"25,125.00","1,024,950.00",0.00,0.00,0.00,0.00,0.00,0.00,,"25,125.00","1,024,950.00",2.289484,"23,466.08",575.20
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1 through 6 inclusive Block 1 and Lots 7 through 12 inclusive Block 2, Southwood Third Addition
Description: TIF funds used for paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation. Corrected history years 2006 to current for this project and reported Southwood IV TIF separately.",2010,"25,125.00","1,024,950.00",0.00,0.00,0.00,0.00,0.00,0.00,,"25,125.00","1,024,950.00",2.322425,"23,803.70",583.55
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1 through 6 inclusive Block 1 and Lots 7 through 12 inclusive Block 2, Southwood Third Addition
Description: TIF funds used for paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation. Corrected history years 2006 to current for this project and reported Southwood IV TIF separately.",2011,"15,875.00","1,013,900.00",0.00,0.00,0.00,0.00,0.00,0.00,,"15,875.00","1,013,900.00",2.357864,"23,906.40",374.31
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1 through 6 inclusive Block 1 and Lots 7 through 12 inclusive Block 2, Southwood Third Addition
Description: TIF funds used for paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation. Corrected history years 2006 to current for this project and reported Southwood IV TIF separately.",2012,"10,325.00","1,007,270.00",0.00,0.00,0.00,0.00,0.00,0.00,,"10,325.00","1,007,270.00",2.341526,"23,585.50",241.76
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1 through 6 inclusive Block 1 and Lots 7 through 12 inclusive Block 2, Southwood Third Addition
Description: TIF funds used for paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation. Corrected history years 2006 to current for this project and reported Southwood IV TIF separately.",2013,"14,025.00","1,257,660.00",0.00,0.00,0.00,0.00,0.00,0.00,,"14,025.00","1,257,660.00",2.307173,"29,016.40",323.58
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1 through 6 inclusive Block 1 and Lots 7 through 12 inclusive Block 2, Southwood Third Addition
Description: TIF funds used for paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation. Corrected history years 2006 to current for this project and reported Southwood IV TIF separately.",2014,"14,025.00","1,304,015.00",0.00,0.00,0.00,0.00,0.00,0.00,,"14,025.00","1,304,015.00",2.295244,"29,930.34",321.91
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds used to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2003,0.00,0.00,"67,230.00","1,305.00",0.00,0.00,0.00,0.00,,"67,230.00","1,305.00",2.394463,31.25,"1,609.80"
