"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2010 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
01-0037,ADAMS,1,TIF MEADOWS ASSOCIATES,1/8/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Meadows Associates, LLC
Lots 13-24 and lots 33-36 and outlots 65 & 67 of Arbor Subdivision
Description: TIF funds used to pay for paving, water, & sewer assessments for 16 new townhomes for rental to low to moderate income families.",2006,0,0,"25,525","781,075",0,0,0,0,,"25,525","781,075",2.353769,"18,384.70",600.80
01-0037,ADAMS,1,TIF MEADOWS ASSOCIATES,1/8/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Meadows Associates, LLC
Lots 13-24 and lots 33-36 and outlots 65 & 67 of Arbor Subdivision
Description: TIF funds used to pay for paving, water, & sewer assessments for 16 new townhomes for rental to low to moderate income families.",2007,0,0,"25,525","781,075",0,0,0,0,,"25,525","781,075",2.305825,"18,010.22",588.56
01-0037,ADAMS,1,TIF MEADOWS ASSOCIATES,1/8/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Meadows Associates, LLC
Lots 13-24 and lots 33-36 and outlots 65 & 67 of Arbor Subdivision
Description: TIF funds used to pay for paving, water, & sewer assessments for 16 new townhomes for rental to low to moderate income families.",2008,0,0,"25,525","781,075",0,0,0,0,,"25,525","781,075",2.269981,"17,730.25",579.41
01-0037,ADAMS,1,TIF MEADOWS ASSOCIATES,1/8/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Meadows Associates, LLC
Lots 13-24 and lots 33-36 and outlots 65 & 67 of Arbor Subdivision
Description: TIF funds used to pay for paving, water, & sewer assessments for 16 new townhomes for rental to low to moderate income families.",2009,0,0,"25,525","781,075",0,0,0,0,,"25,525","781,075",2.289484,"17,882.59",584.39
01-0037,ADAMS,1,TIF MEADOWS ASSOCIATES,1/8/2001,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Meadows Associates, LLC
Lots 13-24 and lots 33-36 and outlots 65 & 67 of Arbor Subdivision
Description: TIF funds used to pay for paving, water, & sewer assessments for 16 new townhomes for rental to low to moderate income families.",2010,0,0,"25,525","797,205",0,0,0,0,,"25,525","797,205",2.322425,"18,514.49",592.80
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1-6, Block One, and Lots 7-12 , Block Two, inclusive, Southwood Third Addition.
Description: TIF funds utilized to pay paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation.
",2003,"11,250","85,565",0,0,0,0,0,0,,"11,250","85,565",2.394463,"2,048.82",269.38
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1-6, Block One, and Lots 7-12 , Block Two, inclusive, Southwood Third Addition.
Description: TIF funds utilized to pay paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation.
",2004,"11,250","1,041,980",0,0,0,0,0,0,,"11,250","1,041,980",2.372993,"24,726.11",266.96
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1-6, Block One, and Lots 7-12 , Block Two, inclusive, Southwood Third Addition.
Description: TIF funds utilized to pay paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation.
",2005,"10,325","1,029,685",0,0,0,0,0,0,,"10,325","1,029,685",2.370005,"24,403.59",244.70
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1-6, Block One, and Lots 7-12 , Block Two, inclusive, Southwood Third Addition.
Description: TIF funds utilized to pay paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation.
",2006,"10,325","1,029,685",0,0,0,0,0,0,,"10,325","1,029,685",2.353769,"24,236.41",243.03
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1-6, Block One, and Lots 7-12 , Block Two, inclusive, Southwood Third Addition.
Description: TIF funds utilized to pay paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation.
",2007,"16,800","1,711,410",0,0,0,0,0,0,,"16,800","1,711,410",2.305825,"39,462.12",387.38
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1-6, Block One, and Lots 7-12 , Block Two, inclusive, Southwood Third Addition.
Description: TIF funds utilized to pay paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation.
",2008,"39,000","2,015,605",0,0,0,0,0,0,,"39,000","2,015,605",2.269981,"45,753.85",885.29
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1-6, Block One, and Lots 7-12 , Block Two, inclusive, Southwood Third Addition.
Description: TIF funds utilized to pay paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation.
",2009,"39,000","2,082,685",0,0,0,0,0,0,,"39,000","2,082,685",2.289484,"47,682.74",892.90
01-0038,ADAMS,1,TIF SOUTHWOOD III,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Southwood III (Hastings/Adams Coutny Housing Development Corporation)
Lots 1-6, Block One, and Lots 7-12 , Block Two, inclusive, Southwood Third Addition.
Description: TIF funds utilized to pay paving, water and sewer assessments for the construction of 12 homes to sell to low to moderate income families. Project constructed by local non-profit Housing Development Corporation.
",2010,"39,000","2,331,480",0,0,0,0,0,0,,"39,000","2,331,480",2.322425,"54,146.87",905.75
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds utilized to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2003,0,0,"67,230","1,305",0,0,0,0,,"67,230","1,305",2.394463,31.25,"1,609.80"
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds utilized to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2004,0,0,"67,230","511,825",0,0,0,0,,"67,230","511,825",2.372993,"12,145.57","1,595.36"
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds utilized to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2005,0,0,"67,230","587,100",0,0,0,0,,"67,230","587,100",2.370005,"13,914.30","1,593.35"
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds utilized to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2006,0,0,"67,230","610,895",0,0,0,0,,"67,230","610,895",2.353769,"14,379.06","1,582.44"
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds utilized to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2007,0,0,"67,230","656,385",0,0,0,0,,"67,230","656,385",2.305825,"15,135.09","1,550.21"
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds utilized to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2008,0,0,"67,230","656,385",0,0,0,0,,"67,230","656,385",2.269981,"14,899.81","1,526.11"
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds utilized to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2009,0,0,"67,230","656,385",0,0,0,0,,"67,230","656,385",2.289484,"15,027.83","1,539.22"
01-0039,ADAMS,1,TIF KENYON ROSS LLC,6/1/2002,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Kenyon Ross, LLC
Parts of Lots 5 & 8, all of Lots 6 & 7 and vacated alley abutting said lots, Block 8, St. Joseph Addition.
Description: TIF funds utilized to pay for demolition of substandard property, clearing of land, land fill fees, parking for public use and landscaping on public terrance for the construction of a new 12,000 sq. ft. commercial building that will house 3 to 5 new businesses.",2010,0,0,"67,230","670,855",0,0,0,0,,"67,230","670,855",2.322425,"15,580.10","1,561.37"
01-0040,ADAMS,1,TIF BRANT REDEVELOPMENT,5/26/2003,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Brant Redevelopment Project
Lot 7, Block 22, Original Town of Hastings
Description: TIF funds used for facade improvements on older downtown building to be used for retail and residential",2004,0,0,"42,770","99,645",0,0,0,0,,"42,770","99,645",2.372993,"2,364.57","1,014.93"
01-0040,ADAMS,1,TIF BRANT REDEVELOPMENT,5/26/2003,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Brant Redevelopment Project
Lot 7, Block 22, Original Town of Hastings
Description: TIF funds used for facade improvements on older downtown building to be used for retail and residential",2005,0,0,"42,770","118,160",0,0,0,0,,"42,770","118,160",2.370005,"2,800.40","1,013.65"
01-0040,ADAMS,1,TIF BRANT REDEVELOPMENT,5/26/2003,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Brant Redevelopment Project
Lot 7, Block 22, Original Town of Hastings
Description: TIF funds used for facade improvements on older downtown building to be used for retail and residential",2006,0,0,"42,770","118,160",0,0,0,0,,"42,770","118,160",2.353769,"2,781.21","1,006.71"
01-0040,ADAMS,1,TIF BRANT REDEVELOPMENT,5/26/2003,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Brant Redevelopment Project
Lot 7, Block 22, Original Town of Hastings
Description: TIF funds used for facade improvements on older downtown building to be used for retail and residential",2007,0,0,"42,770","118,160",0,0,0,0,,"42,770","118,160",2.305825,"2,724.56",986.20
01-0040,ADAMS,1,TIF BRANT REDEVELOPMENT,5/26/2003,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Brant Redevelopment Project
Lot 7, Block 22, Original Town of Hastings
Description: TIF funds used for facade improvements on older downtown building to be used for retail and residential",2008,0,0,"42,770","118,160",0,0,0,0,,"42,770","118,160",2.269981,"2,682.21",970.87
01-0040,ADAMS,1,TIF BRANT REDEVELOPMENT,5/26/2003,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Brant Redevelopment Project
Lot 7, Block 22, Original Town of Hastings
Description: TIF funds used for facade improvements on older downtown building to be used for retail and residential",2009,0,0,"42,770","118,160",0,0,0,0,,"42,770","118,160",2.289484,"2,705.25",979.21
01-0040,ADAMS,1,TIF BRANT REDEVELOPMENT,5/26/2003,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Brant Redevelopment Project
Lot 7, Block 22, Original Town of Hastings
Description: TIF funds used for facade improvements on older downtown building to be used for retail and residential",2010,0,0,"42,770","121,380",0,0,0,0,,"42,770","121,380",2.322425,"2,818.96",993.30
01-0041,ADAMS,1,TIF BRUNS REDEVELOPMENT,7/28/2003,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Bruns Redevelopment Project
Lots 1, 2, 23 & 24, Block 1, Coles First Addition
Description: TIF funds provided for demolition, landfill fees, and clearing site for the construction of a restaurant. TIF funds werer also provided for utility, alley and parking improvements.",2004,0,0,"11,395","279,985",0,0,0,0,,"11,395","279,985",2.372993,"6,644.02",270.40
01-0041,ADAMS,1,TIF BRUNS REDEVELOPMENT,7/28/2003,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Bruns Redevelopment Project
Lots 1, 2, 23 & 24, Block 1, Coles First Addition
Description: TIF funds provided for demolition, landfill fees, and clearing site for the construction of a restaurant. TIF funds werer also provided for utility, alley and parking improvements.",2005,0,0,"11,395","317,865",0,0,0,0,,"11,395","317,865",2.370005,"7,533.42",270.06
01-0041,ADAMS,1,TIF BRUNS REDEVELOPMENT,7/28/2003,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Bruns Redevelopment Project
Lots 1, 2, 23 & 24, Block 1, Coles First Addition
Description: TIF funds provided for demolition, landfill fees, and clearing site for the construction of a restaurant. TIF funds werer also provided for utility, alley and parking improvements.",2006,0,0,"11,395","317,865",0,0,0,0,,"11,395","317,865",2.353769,"7,481.81",268.21
01-0041,ADAMS,1,TIF BRUNS REDEVELOPMENT,7/28/2003,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Bruns Redevelopment Project
Lots 1, 2, 23 & 24, Block 1, Coles First Addition
Description: TIF funds provided for demolition, landfill fees, and clearing site for the construction of a restaurant. TIF funds werer also provided for utility, alley and parking improvements.",2007,0,0,"11,395","317,865",0,0,0,0,,"11,395","317,865",2.305825,"7,329.41",262.75
01-0041,ADAMS,1,TIF BRUNS REDEVELOPMENT,7/28/2003,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Bruns Redevelopment Project
Lots 1, 2, 23 & 24, Block 1, Coles First Addition
Description: TIF funds provided for demolition, landfill fees, and clearing site for the construction of a restaurant. TIF funds werer also provided for utility, alley and parking improvements.",2008,0,0,"11,395","317,865",0,0,0,0,,"11,395","317,865",2.269981,"7,215.48",258.66
01-0041,ADAMS,1,TIF BRUNS REDEVELOPMENT,7/28/2003,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Bruns Redevelopment Project
Lots 1, 2, 23 & 24, Block 1, Coles First Addition
Description: TIF funds provided for demolition, landfill fees, and clearing site for the construction of a restaurant. TIF funds werer also provided for utility, alley and parking improvements.",2009,0,0,"11,395","317,865",0,0,0,0,,"11,395","317,865",2.289484,"7,277.47",260.89
01-0041,ADAMS,1,TIF BRUNS REDEVELOPMENT,7/28/2003,HASTINGS,HASTINGS 18,01-0018,,3,"Name of Project: Bruns Redevelopment Project
Lots 1, 2, 23 & 24, Block 1, Coles First Addition
Description: TIF funds provided for demolition, landfill fees, and clearing site for the construction of a restaurant. TIF funds werer also provided for utility, alley and parking improvements.",2010,0,0,"11,395","324,450",0,0,0,0,,"11,395","324,450",2.322425,"7,535.11",264.64
